image_id,file_path,asset_id,asset_type,component,defect_types,primary_defect_type,severity_label,location_on_asset,annotation_count,has_annotations,coco_image_id,width,height,notes
REAL-BRIDGE-IMG-0211,data/bridge_image/2184.rf.FYbMZrHTtpOFdWp97CiO.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,3,true,211,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0212,data/bridge_image/104_9fe5999f-4e70-442e-afdb-d1cb70ffea2a_jpg.rf.jzis0sGTGvGnd8sAAJkS.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,212,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0213,data/bridge_image/1967.rf.SMlYBrS1DGQpBpej39dC.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,213,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0214,data/bridge_image/2379.rf.SfbA87FVZ7Ug9upKd7Vs.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,214,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0215,data/bridge_image/Image_-676-_jpg.rf.SumIg4uIP8yi0mj0DVW5.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,1,true,215,640,426,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0216,data/bridge_image/103_83c659da-16bc-439c-b32d-8124ab030b0e_jpg.rf.T6EsCq44oJBlMlIrz1TK.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,3,true,216,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0217,data/bridge_image/103_78a5e386-0614-11ec-bfe0-a85e4515a1df_jpg.rf.mwrVa3BKxVFG3mpRkE5g.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,2,true,217,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0218,data/bridge_image/104_43216f8a-929c-446a-b0ca-b880a161e74c_jpg.rf.YrBfcDcQQaiZZxo72EUD.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,218,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0219,data/bridge_image/103_78aa02ab-0614-11ec-9e38-a85e4515a1df_jpg.rf.cyBufXw8utJCNgPmIsTP.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,1,true,219,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0220,data/bridge_image/3221.rf.eRyQS24Bce4pSVBoUpZc.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,220,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0221,data/bridge_image/3418.rf.eaQpCES23375upXV8W2w.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,221,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0222,data/bridge_image/2317.rf.eyiPxpc0pxRRph8ndZ4Y.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,222,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0223,data/bridge_image/103_244b5d3c-766c-484d-8ef7-90555466da79_jpg.rf.gK9oIYSIzW8bmgXDExvj.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,4,true,223,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0224,data/bridge_image/104_8ee5ca87-835a-4eec-8ff0-8a00400909da_jpg.rf.fL79ZeXJaaIbYh9UPg5J.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,224,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0225,data/bridge_image/Image_-238-_jpg.rf.ieQOX2lNQ90nHcYG3Zlr.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,corrosion,moderate,visible bridge surface,1,true,225,768,768,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0226,data/bridge_image/104_8dc1c931-f706-4f86-b48a-70e5c40022a0_jpg.rf.ilwjGmtfJWFlj4jV57Nx.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,226,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0227,data/bridge_image/104_aa9a1442-9d8b-4304-b603-5de37bacd687_jpg.rf.NFHEdrbIRjaAb63n97t6.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,227,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0228,data/bridge_image/103_29f527ed-8061-4b75-8433-d2561d62197e_jpg.rf.OMHDwybsagsMOQl3uvz5.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,1,true,228,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0229,data/bridge_image/103_60f0758c-e2f1-4669-9e08-dff02ab03965_jpg.rf.YA12VvjKbRMkAEcJZhDi.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,10,true,229,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0230,data/bridge_image/Image_-689-_jpg.rf.Z8Q83QPdNc6BKoeh5ReS.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,3,true,230,640,400,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0231,data/bridge_image/103_78a9db9c-0614-11ec-8497-a85e4515a1df_jpg.rf.mmPRGoSNE2zWPIwqVVU4.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,1,true,231,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0232,data/bridge_image/Image_-449-_jpg.rf.n4T9qNS3tdIY3ynm6SOu.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,3,true,232,448,448,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0233,data/bridge_image/103_78a71c23-0614-11ec-8ffb-a85e4515a1df_jpg.rf.YU6AfVI98IH7M3op8YSi.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,6,true,233,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0234,data/bridge_image/1872.rf.niaAkGar7PWrC5cVZEDK.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,234,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0235,data/bridge_image/104_618ca2b2-1bcf-4d58-b8a4-260f3af759c5_jpg.rf.nncfsvZYxqyApocO6zs6.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,235,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0236,data/bridge_image/1929.rf.kkr8vopzUKZhEA8mxUpk.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,236,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0237,data/bridge_image/104_9ce3ca6f-85a8-448f-9bd1-99c63d9c287c_jpg.rf.lE7RMmionwoiBtR3wVTC.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,237,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0238,data/bridge_image/Image_-687-_jpg.rf.TIAkOICfmNVeNnTY8IkW.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,corrosion,moderate,visible bridge surface,1,true,238,450,600,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0239,data/bridge_image/exposure-13-_jpg.rf.Tu5BES8uxi5LFqwEuT8P.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,2,true,239,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0240,data/bridge_image/103_78a68006-0614-11ec-bcce-a85e4515a1df_jpg.rf.47lsUTBDvuhKMIwMWTv1.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,4,true,240,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0241,data/bridge_image/Image_mine-52-_jpg.rf.uGHDPtMK8owKqud5QZqI.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,corrosion,moderate,visible bridge surface,1,true,241,3024,4032,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0242,data/bridge_image/104_63863fac-d5a1-4dd2-8b2d-b64799702b47_jpg.rf.ktOry9YyhG3UGHIgSFOK.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,242,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0243,data/bridge_image/3171.rf.mV0ii0AjpsBHMoRQehbY.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,243,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0244,data/bridge_image/103_64c77884-28ad-4051-a6be-d7b5d09504d1_jpg.rf.8huHXOFjrOTuzkEzKbf2.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,3,true,244,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0245,data/bridge_image/1619.rf.sUmKn84TWrWHIC5KMECi.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,245,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0246,data/bridge_image/2254.rf.Uje8VJLhV5qhdToMwawG.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,246,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0247,data/bridge_image/103_8bd2064f-8bc6-4438-b748-a6c4f6db67dc_jpg.rf.Ew9kSSck11cX9XDykhyH.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,6,true,247,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0248,data/bridge_image/103_78a60af2-0614-11ec-8fd9-a85e4515a1df_jpg.rf.MTHHb0JBWlFCDpNB94xR.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,1,true,248,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0249,data/bridge_image/3916.rf.Wpx0S7rEhSyLtbBTGrd7.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,249,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0250,data/bridge_image/104_0339f959-8f7c-4fc0-869f-84a2d7322ea9_jpg.rf.8BKAipnjUQlfwhGPlcJd.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,250,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0251,data/bridge_image/103_78a93f7e-0614-11ec-9e0c-a85e4515a1df_jpg.rf.auQtJeIELBPnacEfEuJF.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,2,true,251,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0252,data/bridge_image/103_17cabce5-897c-40ec-8739-e7641a383938_jpg.rf.SqgRBSwRvG5tsiZzfZ4a.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,5,true,252,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0253,data/bridge_image/Image_155_955970_jpg.rf.8j7GSEmF0q4lW2V13ECu.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,corrosion,moderate,visible bridge surface,2,true,253,666,1000,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0254,data/bridge_image/2509.rf.9IjpTX7Fa9K2y9J458Ye.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,254,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0255,data/bridge_image/Image_-330-_jpg.rf.PlNPDcQT4moJGurU8aNT.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,corrosion,moderate,visible bridge surface,1,true,255,768,768,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0256,data/bridge_image/103_78a60ab9-0614-11ec-b584-a85e4515a1df_jpg.rf.RH6obTiWHCYUoc3gAM9p.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,2,true,256,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0257,data/bridge_image/103_9b9e5d69-e47d-4578-9bde-09900ea43975_jpg.rf.B52cQZHUrLP9glmjqKcp.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,1,true,257,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0258,data/bridge_image/103_78a6a734-0614-11ec-881e-a85e4515a1df_jpg.rf.MUs2bXwheE0U0lAcqq8S.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,1,true,258,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0259,data/bridge_image/Image_-385-_jpg.rf.laxsxlSHyGMcYjLrpAL0.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,1,true,259,256,256,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0260,data/bridge_image/exposure-16-_jpg.rf.lgXfHFA0wxp53csy6GaA.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,260,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0261,data/bridge_image/103_78a9db7d-0614-11ec-b85e-a85e4515a1df_jpg.rf.Mmy5XOSKU9EXMytXVnCA.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,4,true,261,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0262,data/bridge_image/exposure-71-_jpg.rf.lmUByYWe4EqvMvUzoVuW.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,262,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0263,data/bridge_image/3011.rf.yMGHwB4E0ZJhq0kaHO1U.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,263,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0264,data/bridge_image/103_78aaecf1-0614-11ec-93e6-a85e4515a1df_jpg.rf.itru2dOFHuCqprkorOmj.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,3,true,264,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0265,data/bridge_image/2352.rf.yVL2jsbj4xRDKm8IWT2H.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,9,true,265,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0266,data/bridge_image/Image_-344-_jpg.rf.yeSNkJ2U6A9f0rDBVzml.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,1,true,266,256,256,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0267,data/bridge_image/Image_-619-_jpg.rf.sxywKr1VBEAgExAZxrud.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,1,true,267,1200,675,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0268,data/bridge_image/Image_-622-_jpg.rf.t4PYPGc99HsiDWN1mUZE.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,2,true,268,600,450,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0269,data/bridge_image/103_24d198dd-f726-4cea-be9c-eaebc9bba182_jpg.rf.OT1ZtZPpSbvZjX6IyvL2.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,1,true,269,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0270,data/bridge_image/3499.rf.tG7eeWUHwSIbCPdbUCdE.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,270,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0271,data/bridge_image/707_png.rf.nox7SWGzvmLGi3WLMicn.png,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,corrosion,moderate,visible bridge surface,1,true,271,1024,1024,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0272,data/bridge_image/103_014a7899-51d0-43af-b977-53352cd762d1_jpg.rf.ocRA4sCmEyiGFA0BU69E.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,1,true,272,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0273,data/bridge_image/103_30a39cf9-5552-49bc-9976-f1dcf58ae1be_jpg.rf.p0nseKPKKZFWLexCIVqa.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,4,true,273,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0274,data/bridge_image/103_10c0f4e9-3c12-48c6-b16e-30cfc1138797_jpg.rf.pCh6acC1mV5mBaPzvGDH.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,3,true,274,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0275,data/bridge_image/Image_-227-_jpg.rf.o3SiZ1RIBM4WMB29Lw5n.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,corrosion,moderate,visible bridge surface,1,true,275,768,768,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0276,data/bridge_image/104_9ed5d2ad-bc71-4a4f-ac85-ad4686dbfee7_jpg.rf.M0io5JAYAEIwgArdjd5t.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,276,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0277,data/bridge_image/104_396e6f73-455f-4e46-ae5b-27cfd2d4ea6b_jpg.rf.MlJpZFMnZDyNkj11eLlI.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,277,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0278,data/bridge_image/3373.rf.eDANlliiwAklWIZaBqco.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,278,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0279,data/bridge_image/103_9b65f51e-fed1-488c-896c-4b579a489486_jpg.rf.3Zg5r0f0d4RSy6CrbcXg.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,2,true,279,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0280,data/bridge_image/104_9fe09490-29d3-4d9d-88d9-de14e330e91b_jpg.rf.feZtmau8fdJpLvf91C0M.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,280,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0281,data/bridge_image/Image_157_7062059_jpg.rf.z1Oh7JDpBAAlQB0ttDJT.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,corrosion,moderate,visible bridge surface,1,true,281,666,1000,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0282,data/bridge_image/104_9a243ba2-2106-4894-88fd-a906ea5c0937_jpg.rf.fg6Rqf9gSeU3JbbjoF5T.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,282,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0283,data/bridge_image/104_8c882839-1f36-4f19-97f3-0b2756c96a77_jpg.rf.8hLd63OX2YQpTsSNkxSx.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,283,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0284,data/bridge_image/Image_-404-_jpg.rf.rqfMje4bdYayZUaGsX4C.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,1,true,284,256,256,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0285,data/bridge_image/2467.rf.soPDxIHLXgQ3eRX3mXkF.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,285,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0286,data/bridge_image/1791.rf.ZbsCAwxOMSQnsm0xu7jX.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,3,true,286,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0287,data/bridge_image/103_87f6e85a-d152-4acb-94b7-c19cbad0836c_jpg.rf.fiSYSXyJKpItaDLFrJxQ.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,1,true,287,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0288,data/bridge_image/103_9a1cd91d-e994-464f-a2aa-9ef8374bd22e_jpg.rf.nZ9lOGNsl0wmON8ghUpv.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,3,true,288,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0289,data/bridge_image/2375.rf.BbOhgDRMAq6dK7PvNGtI.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,crack,moderate,visible bridge surface,1,true,289,416,416,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0290,data/bridge_image/Image_-45-_jpg.rf.D7gIZrvh6tFICWzWhvAe.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,corrosion,moderate,visible bridge surface,1,true,290,768,768,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0291,data/bridge_image/104_9cb6c113-a7fc-4549-bb79-3bc8efa2bc5d_jpg.rf.DEag7bZrfowMkgjmDs8o.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,291,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0292,data/bridge_image/103_78a9db62-0614-11ec-a71c-a85e4515a1df_jpg.rf.q897qfSLMaRsdZIjGkXq.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,1,true,292,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0293,data/bridge_image/103_29be6ef2-9617-495c-8c46-9a1c2ab232ce_jpg.rf.qsguTkxd3ai9PN9G68c2.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,6,true,293,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0294,data/bridge_image/104_9e4bd937-63bf-46e5-88ca-61c1d1621758_jpg.rf.bbddLaPLcjOxbDtA2CcK.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,294,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0295,data/bridge_image/Image_-654-_jpg.rf.bg7Z6bPeFi067yanM93n.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,1,true,295,932,582,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0296,data/bridge_image/Image_-533-_jpg.rf.boxvxZ6sBL1uC83llT9v.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,1,true,296,448,448,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0297,data/bridge_image/104_8aa63859-9f69-4cd9-95a7-40753dd9f4dd_jpg.rf.d9ouw6yu87ILlbHypxcn.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,297,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0298,data/bridge_image/104_33f407c2-41c4-4b89-905f-0759ab7ec271_jpg.rf.dDRbpA2GVbQ4znVXVdN3.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,4,true,298,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0299,data/bridge_image/Image_-356-_jpg.rf.0B4peTVtGh3w2OPunSrP.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,spalling,high,visible bridge surface,1,true,299,256,256,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0300,data/bridge_image/104_552aa6fd-8ff5-411c-9986-9dd59b5bdc1b_jpg.rf.flY2Nfq1fk6y4WoLBZ2U.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,1,true,300,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0301,data/bridge_image/Image_-130-_jpg.rf.yE3cIybDASaZc41bxbGz.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling; corrosion,spalling,high,visible bridge surface,2,true,301,768,768,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0302,data/bridge_image/104_8dd2ec3c-f9fb-4790-80e7-e42139b4f2b2_jpg.rf.yEgjLNG62esZdr1Pgid3.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,exposed_rebar,high,visible bridge surface,2,true,302,2560,1440,Real annotated bridge image converted from COCO annotations.
REAL-BRIDGE-IMG-0303,data/bridge_image/103_73a240f7-8e9c-41e4-8f9e-80bd5f8d1bc1_jpg.rf.fIAadFFfKhcNfO8t2Qt3.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,leak,moderate,visible bridge surface,6,true,303,2560,1440,Real annotated bridge image converted from COCO annotations.
