annotation_id,image_id,file_path,asset_id,asset_type,component,defect_type,severity_label,x,y,width,height,area,coco_image_id,coco_annotation_id
REAL-BRIDGE-IMG-0197-ANN-002,REAL-BRIDGE-IMG-0197,data/bridge_image/104_b230eec1-b860-4610-830c-44cecbbc16ee_jpg.rf.6nlrnSdDs7heFVt18Hwd.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,902,0,132,1234,162888,197,347
REAL-BRIDGE-IMG-0198-ANN-001,REAL-BRIDGE-IMG-0198,data/bridge_image/Image_156_5608302_jpg.rf.NgZLnqSVsYN9EG7RRMTS.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,18,18,630,980,617400,198,348
REAL-BRIDGE-IMG-0199-ANN-001,REAL-BRIDGE-IMG-0199,data/bridge_image/3295.rf.OD6uRzJJ4P4DKTqPyUvZ.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,0,1,415,250,103750,199,349
REAL-BRIDGE-IMG-0200-ANN-001,REAL-BRIDGE-IMG-0200,data/bridge_image/Image_-283-_jpg.rf.QbsSyTZGzTxfaOpxmzbI.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,4.5,19.5,702,199,139698,200,350
REAL-BRIDGE-IMG-0200-ANN-002,REAL-BRIDGE-IMG-0200,data/bridge_image/Image_-283-_jpg.rf.QbsSyTZGzTxfaOpxmzbI.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,176,202,399,419,167181,200,351
REAL-BRIDGE-IMG-0201-ANN-001,REAL-BRIDGE-IMG-0201,data/bridge_image/exposure-46-_jpg.rf.vZNZxpQYFDrvSplRV6pH.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,906,0,1654,1198,1981492,201,352
REAL-BRIDGE-IMG-0202-ANN-001,REAL-BRIDGE-IMG-0202,data/bridge_image/2310.rf.F6qTb0DL2SUGK8N7ZpKN.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,199,0.5,23,415,9545,202,353
REAL-BRIDGE-IMG-0203-ANN-001,REAL-BRIDGE-IMG-0203,data/bridge_image/103_78a7b8da-0614-11ec-b084-a85e4515a1df_jpg.rf.ftV266GEeGbHGt5rQICQ.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1384,228,120,822,98640,203,354
REAL-BRIDGE-IMG-0203-ANN-002,REAL-BRIDGE-IMG-0203,data/bridge_image/103_78a7b8da-0614-11ec-b084-a85e4515a1df_jpg.rf.ftV266GEeGbHGt5rQICQ.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1796,1142,170,298,50660,203,355
REAL-BRIDGE-IMG-0204-ANN-001,REAL-BRIDGE-IMG-0204,data/bridge_image/103_8c47bba6-9033-4736-a41f-299437f2409c_jpg.rf.dJmVzKFsxAr0F2ruRmXM.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,0,250,148,526,77848,204,356
REAL-BRIDGE-IMG-0204-ANN-002,REAL-BRIDGE-IMG-0204,data/bridge_image/103_8c47bba6-9033-4736-a41f-299437f2409c_jpg.rf.dJmVzKFsxAr0F2ruRmXM.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1444,16,540,1074,579960,204,357
REAL-BRIDGE-IMG-0204-ANN-003,REAL-BRIDGE-IMG-0204,data/bridge_image/103_8c47bba6-9033-4736-a41f-299437f2409c_jpg.rf.dJmVzKFsxAr0F2ruRmXM.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,2268,1026,292,414,120888,204,358
REAL-BRIDGE-IMG-0205-ANN-001,REAL-BRIDGE-IMG-0205,data/bridge_image/3478.rf.F8kAk016f7JXIIwC5jYf.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,0.5,4.5,415,280,116200,205,359
REAL-BRIDGE-IMG-0206-ANN-001,REAL-BRIDGE-IMG-0206,data/bridge_image/104_6a1ff8e0-0615-11ec-90bf-a85e4515a1df_jpg.rf.AH1HyUeUb62SZpn78mAg.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,8,480,2550,668,1703400,206,360
REAL-BRIDGE-IMG-0207-ANN-001,REAL-BRIDGE-IMG-0207,data/bridge_image/Image_-128-_jpg.rf.AeqAhxaaEDDozwf8vZLD.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,180,43.5,588,571,335748,207,361
REAL-BRIDGE-IMG-0208-ANN-001,REAL-BRIDGE-IMG-0208,data/bridge_image/103_8cfbb595-3077-43c2-9c95-d6f346f99b27_jpg.rf.LVOFopss5tzSQVfAaSzn.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1266,1354,168,78,13104,208,362
REAL-BRIDGE-IMG-0208-ANN-002,REAL-BRIDGE-IMG-0208,data/bridge_image/103_8cfbb595-3077-43c2-9c95-d6f346f99b27_jpg.rf.LVOFopss5tzSQVfAaSzn.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1286,1014,146,98,14308,208,363
REAL-BRIDGE-IMG-0208-ANN-003,REAL-BRIDGE-IMG-0208,data/bridge_image/103_8cfbb595-3077-43c2-9c95-d6f346f99b27_jpg.rf.LVOFopss5tzSQVfAaSzn.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1278,838,208,158,32864,208,364
REAL-BRIDGE-IMG-0208-ANN-004,REAL-BRIDGE-IMG-0208,data/bridge_image/103_8cfbb595-3077-43c2-9c95-d6f346f99b27_jpg.rf.LVOFopss5tzSQVfAaSzn.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1286,702,164,96,15744,208,365
REAL-BRIDGE-IMG-0208-ANN-005,REAL-BRIDGE-IMG-0208,data/bridge_image/103_8cfbb595-3077-43c2-9c95-d6f346f99b27_jpg.rf.LVOFopss5tzSQVfAaSzn.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1294,310,132,318,41976,208,366
REAL-BRIDGE-IMG-0208-ANN-006,REAL-BRIDGE-IMG-0208,data/bridge_image/103_8cfbb595-3077-43c2-9c95-d6f346f99b27_jpg.rf.LVOFopss5tzSQVfAaSzn.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1298,0,254,82,20828,208,367
REAL-BRIDGE-IMG-0209-ANN-001,REAL-BRIDGE-IMG-0209,data/bridge_image/2526.rf.Eq9zee8hfQelkrRnq2UJ.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,0,215.5,416,30,12480,209,368
REAL-BRIDGE-IMG-0210-ANN-001,REAL-BRIDGE-IMG-0210,data/bridge_image/104_630bcfe2-c0c8-464d-adf4-8d164bbd8c5c_jpg.rf.FLobLaLC0OSCbZto7AAm.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,1100,44,184,1366,251344,210,369
REAL-BRIDGE-IMG-0210-ANN-002,REAL-BRIDGE-IMG-0210,data/bridge_image/104_630bcfe2-c0c8-464d-adf4-8d164bbd8c5c_jpg.rf.FLobLaLC0OSCbZto7AAm.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,1514,0,310,1430,443300,210,370
REAL-BRIDGE-IMG-0211-ANN-001,REAL-BRIDGE-IMG-0211,data/bridge_image/2184.rf.FYbMZrHTtpOFdWp97CiO.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,57.5,0,160,413,66080,211,371
REAL-BRIDGE-IMG-0211-ANN-002,REAL-BRIDGE-IMG-0211,data/bridge_image/2184.rf.FYbMZrHTtpOFdWp97CiO.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,96,344,320,61,19520,211,372
REAL-BRIDGE-IMG-0211-ANN-003,REAL-BRIDGE-IMG-0211,data/bridge_image/2184.rf.FYbMZrHTtpOFdWp97CiO.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,0.5,363.5,68,20,1360,211,373
REAL-BRIDGE-IMG-0212-ANN-001,REAL-BRIDGE-IMG-0212,data/bridge_image/104_9fe5999f-4e70-442e-afdb-d1cb70ffea2a_jpg.rf.jzis0sGTGvGnd8sAAJkS.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,0,280,1772,66,116952,212,374
REAL-BRIDGE-IMG-0213-ANN-001,REAL-BRIDGE-IMG-0213,data/bridge_image/1967.rf.SMlYBrS1DGQpBpej39dC.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,186.5,0,80,415,33200,213,375
REAL-BRIDGE-IMG-0214-ANN-001,REAL-BRIDGE-IMG-0214,data/bridge_image/2379.rf.SfbA87FVZ7Ug9upKd7Vs.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,220,0,22,416,9152,214,376
REAL-BRIDGE-IMG-0215-ANN-001,REAL-BRIDGE-IMG-0215,data/bridge_image/Image_-676-_jpg.rf.SumIg4uIP8yi0mj0DVW5.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,28.5,144.5,503,130,65390,215,377
REAL-BRIDGE-IMG-0216-ANN-001,REAL-BRIDGE-IMG-0216,data/bridge_image/103_83c659da-16bc-439c-b32d-8124ab030b0e_jpg.rf.T6EsCq44oJBlMlIrz1TK.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1642,0,118,1040,122720,216,378
REAL-BRIDGE-IMG-0216-ANN-002,REAL-BRIDGE-IMG-0216,data/bridge_image/103_83c659da-16bc-439c-b32d-8124ab030b0e_jpg.rf.T6EsCq44oJBlMlIrz1TK.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,832,6,128,1434,183552,216,379
REAL-BRIDGE-IMG-0216-ANN-003,REAL-BRIDGE-IMG-0216,data/bridge_image/103_83c659da-16bc-439c-b32d-8124ab030b0e_jpg.rf.T6EsCq44oJBlMlIrz1TK.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,346,0,130,400,52000,216,380
REAL-BRIDGE-IMG-0217-ANN-001,REAL-BRIDGE-IMG-0217,data/bridge_image/103_78a5e386-0614-11ec-bfe0-a85e4515a1df_jpg.rf.mwrVa3BKxVFG3mpRkE5g.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,0,456,1788,984,1759392,217,381
REAL-BRIDGE-IMG-0217-ANN-002,REAL-BRIDGE-IMG-0217,data/bridge_image/103_78a5e386-0614-11ec-bfe0-a85e4515a1df_jpg.rf.mwrVa3BKxVFG3mpRkE5g.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,2242,1202,318,220,69960,217,382
REAL-BRIDGE-IMG-0218-ANN-001,REAL-BRIDGE-IMG-0218,data/bridge_image/104_43216f8a-929c-446a-b0ca-b880a161e74c_jpg.rf.YrBfcDcQQaiZZxo72EUD.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,314,256,348,542,188616,218,383
REAL-BRIDGE-IMG-0219-ANN-001,REAL-BRIDGE-IMG-0219,data/bridge_image/103_78aa02ab-0614-11ec-9e38-a85e4515a1df_jpg.rf.cyBufXw8utJCNgPmIsTP.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1732,144,396,1256,497376,219,384
REAL-BRIDGE-IMG-0220-ANN-001,REAL-BRIDGE-IMG-0220,data/bridge_image/3221.rf.eRyQS24Bce4pSVBoUpZc.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,1.5,224,414,18,7452,220,385
REAL-BRIDGE-IMG-0221-ANN-001,REAL-BRIDGE-IMG-0221,data/bridge_image/3418.rf.eaQpCES23375upXV8W2w.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,149.5,0,114,415,47310,221,386
REAL-BRIDGE-IMG-0222-ANN-001,REAL-BRIDGE-IMG-0222,data/bridge_image/2317.rf.eyiPxpc0pxRRph8ndZ4Y.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,0,217.5,416,39,16224,222,387
REAL-BRIDGE-IMG-0223-ANN-001,REAL-BRIDGE-IMG-0223,data/bridge_image/103_244b5d3c-766c-484d-8ef7-90555466da79_jpg.rf.gK9oIYSIzW8bmgXDExvj.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1145.69,710.67,214.98,192.55,41394.399,223,388
REAL-BRIDGE-IMG-0223-ANN-002,REAL-BRIDGE-IMG-0223,data/bridge_image/103_244b5d3c-766c-484d-8ef7-90555466da79_jpg.rf.gK9oIYSIzW8bmgXDExvj.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1820.67,695.34,87.56,148.65,13015.794,223,389
REAL-BRIDGE-IMG-0223-ANN-003,REAL-BRIDGE-IMG-0223,data/bridge_image/103_244b5d3c-766c-484d-8ef7-90555466da79_jpg.rf.gK9oIYSIzW8bmgXDExvj.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1937.34,684,122.87,139.27,17112.105,223,390
REAL-BRIDGE-IMG-0223-ANN-004,REAL-BRIDGE-IMG-0223,data/bridge_image/103_244b5d3c-766c-484d-8ef7-90555466da79_jpg.rf.gK9oIYSIzW8bmgXDExvj.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,2094,667.34,88.85,217.23,19300.885,223,391
REAL-BRIDGE-IMG-0224-ANN-001,REAL-BRIDGE-IMG-0224,data/bridge_image/104_8ee5ca87-835a-4eec-8ff0-8a00400909da_jpg.rf.fL79ZeXJaaIbYh9UPg5J.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,344,416,1272,184,234048,224,392
REAL-BRIDGE-IMG-0225-ANN-001,REAL-BRIDGE-IMG-0225,data/bridge_image/Image_-238-_jpg.rf.ieQOX2lNQ90nHcYG3Zlr.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,0,10,698,758,529084,225,393
REAL-BRIDGE-IMG-0226-ANN-001,REAL-BRIDGE-IMG-0226,data/bridge_image/104_8dc1c931-f706-4f86-b48a-70e5c40022a0_jpg.rf.ilwjGmtfJWFlj4jV57Nx.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,1446,170,304,1260,383040,226,394
REAL-BRIDGE-IMG-0227-ANN-001,REAL-BRIDGE-IMG-0227,data/bridge_image/104_aa9a1442-9d8b-4304-b603-5de37bacd687_jpg.rf.NFHEdrbIRjaAb63n97t6.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,1388,0,276,1016,280416,227,395
REAL-BRIDGE-IMG-0228-ANN-001,REAL-BRIDGE-IMG-0228,data/bridge_image/103_29f527ed-8061-4b75-8433-d2561d62197e_jpg.rf.OMHDwybsagsMOQl3uvz5.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1198,0,256,1434,367104,228,396
REAL-BRIDGE-IMG-0229-ANN-001,REAL-BRIDGE-IMG-0229,data/bridge_image/103_60f0758c-e2f1-4669-9e08-dff02ab03965_jpg.rf.YA12VvjKbRMkAEcJZhDi.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,2234,942,172,224,38528,229,397
REAL-BRIDGE-IMG-0229-ANN-002,REAL-BRIDGE-IMG-0229,data/bridge_image/103_60f0758c-e2f1-4669-9e08-dff02ab03965_jpg.rf.YA12VvjKbRMkAEcJZhDi.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,2424,940,34,32,1088,229,398
REAL-BRIDGE-IMG-0229-ANN-003,REAL-BRIDGE-IMG-0229,data/bridge_image/103_60f0758c-e2f1-4669-9e08-dff02ab03965_jpg.rf.YA12VvjKbRMkAEcJZhDi.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1962,1002,126,96,12096,229,399
REAL-BRIDGE-IMG-0229-ANN-004,REAL-BRIDGE-IMG-0229,data/bridge_image/103_60f0758c-e2f1-4669-9e08-dff02ab03965_jpg.rf.YA12VvjKbRMkAEcJZhDi.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1814,1048,60,134,8040,229,400
REAL-BRIDGE-IMG-0229-ANN-005,REAL-BRIDGE-IMG-0229,data/bridge_image/103_60f0758c-e2f1-4669-9e08-dff02ab03965_jpg.rf.YA12VvjKbRMkAEcJZhDi.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,590,1172,352,268,94336,229,401
REAL-BRIDGE-IMG-0229-ANN-006,REAL-BRIDGE-IMG-0229,data/bridge_image/103_60f0758c-e2f1-4669-9e08-dff02ab03965_jpg.rf.YA12VvjKbRMkAEcJZhDi.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,388,1250,168,190,31920,229,402
REAL-BRIDGE-IMG-0229-ANN-007,REAL-BRIDGE-IMG-0229,data/bridge_image/103_60f0758c-e2f1-4669-9e08-dff02ab03965_jpg.rf.YA12VvjKbRMkAEcJZhDi.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,96,1302,230,138,31740,229,403
REAL-BRIDGE-IMG-0229-ANN-008,REAL-BRIDGE-IMG-0229,data/bridge_image/103_60f0758c-e2f1-4669-9e08-dff02ab03965_jpg.rf.YA12VvjKbRMkAEcJZhDi.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1358,1074,52,132,6864,229,404
REAL-BRIDGE-IMG-0229-ANN-009,REAL-BRIDGE-IMG-0229,data/bridge_image/103_60f0758c-e2f1-4669-9e08-dff02ab03965_jpg.rf.YA12VvjKbRMkAEcJZhDi.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1532,1038,32,64,2048,229,405
REAL-BRIDGE-IMG-0229-ANN-010,REAL-BRIDGE-IMG-0229,data/bridge_image/103_60f0758c-e2f1-4669-9e08-dff02ab03965_jpg.rf.YA12VvjKbRMkAEcJZhDi.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1678,1082,44,62,2728,229,406
REAL-BRIDGE-IMG-0230-ANN-001,REAL-BRIDGE-IMG-0230,data/bridge_image/Image_-689-_jpg.rf.Z8Q83QPdNc6BKoeh5ReS.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,403.5,106,201,92,18492,230,407
REAL-BRIDGE-IMG-0230-ANN-002,REAL-BRIDGE-IMG-0230,data/bridge_image/Image_-689-_jpg.rf.Z8Q83QPdNc6BKoeh5ReS.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,61,88.5,579,179,103641,230,408
REAL-BRIDGE-IMG-0230-ANN-003,REAL-BRIDGE-IMG-0230,data/bridge_image/Image_-689-_jpg.rf.Z8Q83QPdNc6BKoeh5ReS.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,479,248,100,63,6300,230,409
REAL-BRIDGE-IMG-0231-ANN-001,REAL-BRIDGE-IMG-0231,data/bridge_image/103_78a9db9c-0614-11ec-8497-a85e4515a1df_jpg.rf.mmPRGoSNE2zWPIwqVVU4.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1332,360,476,426,202776,231,410
REAL-BRIDGE-IMG-0232-ANN-001,REAL-BRIDGE-IMG-0232,data/bridge_image/Image_-449-_jpg.rf.n4T9qNS3tdIY3ynm6SOu.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,0,174,352,82,28864,232,411
REAL-BRIDGE-IMG-0232-ANN-002,REAL-BRIDGE-IMG-0232,data/bridge_image/Image_-449-_jpg.rf.n4T9qNS3tdIY3ynm6SOu.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,334,4.5,47,435,20445,232,412
REAL-BRIDGE-IMG-0232-ANN-003,REAL-BRIDGE-IMG-0232,data/bridge_image/Image_-449-_jpg.rf.n4T9qNS3tdIY3ynm6SOu.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,211.5,237,136,125,17000,232,413
REAL-BRIDGE-IMG-0233-ANN-001,REAL-BRIDGE-IMG-0233,data/bridge_image/103_78a71c23-0614-11ec-8ffb-a85e4515a1df_jpg.rf.YU6AfVI98IH7M3op8YSi.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,903.99,482.15,473.65,195.19,92451.743,233,414
REAL-BRIDGE-IMG-0233-ANN-002,REAL-BRIDGE-IMG-0233,data/bridge_image/103_78a71c23-0614-11ec-8ffb-a85e4515a1df_jpg.rf.YU6AfVI98IH7M3op8YSi.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1934.89,387.33,609.11,172.1,104827.831,233,415
REAL-BRIDGE-IMG-0233-ANN-003,REAL-BRIDGE-IMG-0233,data/bridge_image/103_78a71c23-0614-11ec-8ffb-a85e4515a1df_jpg.rf.YU6AfVI98IH7M3op8YSi.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,783.08,471.49,97.58,99.18,9677.984,233,416
REAL-BRIDGE-IMG-0233-ANN-004,REAL-BRIDGE-IMG-0233,data/bridge_image/103_78a71c23-0614-11ec-8ffb-a85e4515a1df_jpg.rf.YU6AfVI98IH7M3op8YSi.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,321.82,530.67,442.17,228.64,101097.749,233,417
REAL-BRIDGE-IMG-0233-ANN-005,REAL-BRIDGE-IMG-0233,data/bridge_image/103_78a71c23-0614-11ec-8ffb-a85e4515a1df_jpg.rf.YU6AfVI98IH7M3op8YSi.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,0,0,317.33,1424,451877.92,233,418
REAL-BRIDGE-IMG-0233-ANN-006,REAL-BRIDGE-IMG-0233,data/bridge_image/103_78a71c23-0614-11ec-8ffb-a85e4515a1df_jpg.rf.YU6AfVI98IH7M3op8YSi.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1394,431.52,543.56,189.15,102814.374,233,419
REAL-BRIDGE-IMG-0234-ANN-001,REAL-BRIDGE-IMG-0234,data/bridge_image/1872.rf.niaAkGar7PWrC5cVZEDK.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,231,9.5,34,400,13600,234,420
REAL-BRIDGE-IMG-0235-ANN-001,REAL-BRIDGE-IMG-0235,data/bridge_image/104_618ca2b2-1bcf-4d58-b8a4-260f3af759c5_jpg.rf.nncfsvZYxqyApocO6zs6.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,1078,642,602,92,55384,235,421
REAL-BRIDGE-IMG-0236-ANN-001,REAL-BRIDGE-IMG-0236,data/bridge_image/1929.rf.kkr8vopzUKZhEA8mxUpk.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,273.5,0,72,412,29664,236,422
REAL-BRIDGE-IMG-0237-ANN-001,REAL-BRIDGE-IMG-0237,data/bridge_image/104_9ce3ca6f-85a8-448f-9bd1-99c63d9c287c_jpg.rf.lE7RMmionwoiBtR3wVTC.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,1550,636,566,192,108672,237,423
REAL-BRIDGE-IMG-0238-ANN-001,REAL-BRIDGE-IMG-0238,data/bridge_image/Image_-687-_jpg.rf.TIAkOICfmNVeNnTY8IkW.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,38,126,356,258,91848,238,424
REAL-BRIDGE-IMG-0239-ANN-001,REAL-BRIDGE-IMG-0239,data/bridge_image/exposure-13-_jpg.rf.Tu5BES8uxi5LFqwEuT8P.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,356,782,1350,286,386100,239,425
REAL-BRIDGE-IMG-0239-ANN-002,REAL-BRIDGE-IMG-0239,data/bridge_image/exposure-13-_jpg.rf.Tu5BES8uxi5LFqwEuT8P.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,1018,384,560,268,150080,239,426
REAL-BRIDGE-IMG-0240-ANN-001,REAL-BRIDGE-IMG-0240,data/bridge_image/103_78a68006-0614-11ec-bcce-a85e4515a1df_jpg.rf.47lsUTBDvuhKMIwMWTv1.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,791.08,101.05,182.92,269.62,49318.89,240,427
REAL-BRIDGE-IMG-0240-ANN-002,REAL-BRIDGE-IMG-0240,data/bridge_image/103_78a68006-0614-11ec-bcce-a85e4515a1df_jpg.rf.47lsUTBDvuhKMIwMWTv1.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,984,354.23,337.66,383.11,129360.923,240,428
REAL-BRIDGE-IMG-0240-ANN-003,REAL-BRIDGE-IMG-0240,data/bridge_image/103_78a68006-0614-11ec-bcce-a85e4515a1df_jpg.rf.47lsUTBDvuhKMIwMWTv1.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,890.67,647.33,73.72,74.67,5504.672,240,429
REAL-BRIDGE-IMG-0240-ANN-004,REAL-BRIDGE-IMG-0240,data/bridge_image/103_78a68006-0614-11ec-bcce-a85e4515a1df_jpg.rf.47lsUTBDvuhKMIwMWTv1.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,2414,897.33,146,288.38,42103.48,240,430
REAL-BRIDGE-IMG-0241-ANN-001,REAL-BRIDGE-IMG-0241,data/bridge_image/Image_mine-52-_jpg.rf.uGHDPtMK8owKqud5QZqI.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,991,1438,1066,2508,2673528,241,431
REAL-BRIDGE-IMG-0242-ANN-001,REAL-BRIDGE-IMG-0242,data/bridge_image/104_63863fac-d5a1-4dd2-8b2d-b64799702b47_jpg.rf.ktOry9YyhG3UGHIgSFOK.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,572,808,480,102,48960,242,432
REAL-BRIDGE-IMG-0243-ANN-001,REAL-BRIDGE-IMG-0243,data/bridge_image/3171.rf.mV0ii0AjpsBHMoRQehbY.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,190.5,1,31,414,12834,243,433
REAL-BRIDGE-IMG-0244-ANN-001,REAL-BRIDGE-IMG-0244,data/bridge_image/103_64c77884-28ad-4051-a6be-d7b5d09504d1_jpg.rf.8huHXOFjrOTuzkEzKbf2.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,866,0,190,1078,204820,244,434
REAL-BRIDGE-IMG-0244-ANN-002,REAL-BRIDGE-IMG-0244,data/bridge_image/103_64c77884-28ad-4051-a6be-d7b5d09504d1_jpg.rf.8huHXOFjrOTuzkEzKbf2.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,2448,696,110,210,23100,244,435
REAL-BRIDGE-IMG-0244-ANN-003,REAL-BRIDGE-IMG-0244,data/bridge_image/103_64c77884-28ad-4051-a6be-d7b5d09504d1_jpg.rf.8huHXOFjrOTuzkEzKbf2.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,2516,468,44,194,8536,244,436
REAL-BRIDGE-IMG-0245-ANN-001,REAL-BRIDGE-IMG-0245,data/bridge_image/1619.rf.sUmKn84TWrWHIC5KMECi.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,192,0,37,415,15355,245,437
REAL-BRIDGE-IMG-0246-ANN-001,REAL-BRIDGE-IMG-0246,data/bridge_image/2254.rf.Uje8VJLhV5qhdToMwawG.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,205.5,0,34,413,14042,246,438
REAL-BRIDGE-IMG-0247-ANN-001,REAL-BRIDGE-IMG-0247,data/bridge_image/103_8bd2064f-8bc6-4438-b748-a6c4f6db67dc_jpg.rf.Ew9kSSck11cX9XDykhyH.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,783.09,810.67,144.25,199.15,28727.388,247,439
